nombre_ciudad,densidad,ratio_energetico,ratio_cobertura_servicios,contaminacion,contaminacion_acumulada,estabilidad_media,tendencia_estabilidad,tendencia_contaminacion,bienestar,score_viabilidad,ciclos_ejecutados,colapso_detectado,saturacion_detectada,objetivo
Ciudad_0149_colapso_o_critica,0.7875,0.2748,0.742,0.6983,12.5995,0.2548,-0.3534,0.3816,0.4109,35.58,14,true,false,CRITICO
Ciudad_0989_optima,0.3254,1.0528,0.9859,0.1184,1.2731,0.9243,0.0249,-0.035,0.945,89.92,11,false,false,OPTIMO
Ciudad_0959_optima,0.4634,1.2881,1.207,0.256,3.4723,0.8385,0.0331,-0.0462,0.9219,83.66,13,false,false,OPTIMO
Ciudad_1173_optima,0.408,1.1723,1.1188,0.1785,1.9957,0.9611,0.0733,-0.0424,0.973,88.38,11,false,false,OPTIMO
Ciudad_0107_colapso_o_critica,0.8157,0.4653,0.399,0.6883,11.8851,0.2774,-0.2258,0.2913,0.3117,33.52,14,false,true,CRITICO
Ciudad_0072_colapso_o_critica,0.824,0.2694,0.7313,0.9358,10.975,0.382,-0.3777,0.2962,0.4155,33.49,10,true,true,CRITICO
Ciudad_0146_colapso_o_critica,0.8829,0.512,0.414,0.8743,12.4352,0.2834,-0.0842,0.1587,0.2579,30.98,13,true,true,CRITICO
Ciudad_0890_funcional_estable,0.6454,0.9508,0.9111,0.3226,2.406,0.543,-0.0036,0.0005,0.6466,70.1,8,false,false,FUNCIONAL
Ciudad_0322_saturada_o_inestable,0.7726,0.7998,0.6367,0.7442,4.0191,0.4286,-0.0315,0.0958,0.4428,49.69,5,false,true,INESTABLE
Ciudad_0542_saturada_o_inestable,0.7806,0.6789,0.6249,0.4915,6.5557,0.5676,-0.0683,0.1925,0.5675,52.84,11,false,true,INESTABLE
Ciudad_0245_colapso_o_critica,0.9254,0.5889,0.5819,0.803,13.8047,0.0717,-0.156,0.3422,0.2422,32.24,14,false,true,CRITICO
Ciudad_0655_funcional_estable,0.6125,0.9235,0.9925,0.5101,4.6489,0.6103,-0.057,0.0145,0.6784,70.24,9,false,false,FUNCIONAL
Ciudad_0642_funcional_estable,0.4332,1.0722,0.8353,0.4183,5.9211,0.7316,-0.0522,0.0337,0.7282,72.22,14,false,false,FUNCIONAL
Ciudad_0362_saturada_o_inestable,0.812,0.7955,0.5353,0.7234,10.9173,0.6231,-0.0263,0.1045,0.5122,50.97,14,false,true,INESTABLE
Ciudad_0235_colapso_o_critica,0.9289,0.2965,0.5971,0.7628,12.1298,0.2767,-0.1862,0.3238,0.3385,29.87,13,false,true,CRITICO
Ciudad_0479_saturada_o_inestable,0.7939,0.8989,0.7103,0.6036,4.5201,0.4909,-0.0282,0.0742,0.5361,56.56,7,false,true,INESTABLE
Ciudad_0901_optima,0.2808,1.1843,0.928,0.2209,1.9606,0.8685,0.0749,-0.0324,0.8833,87.0,8,false,false,OPTIMO
Ciudad_0810_funcional_estable,0.4626,0.8587,0.8455,0.411,2.7705,0.7451,-0.0044,0.0028,0.7167,72.86,6,false,false,FUNCIONAL
Ciudad_0673_funcional_estable,0.6582,0.804,0.7843,0.4987,6.6011,0.6298,0.0509,0.068,0.7021,62.74,12,false,false,FUNCIONAL
Ciudad_0772_funcional_estable,0.5411,1.0509,0.9832,0.3592,3.0461,0.6169,-0.0476,0.012,0.702,75.79,8,false,false,FUNCIONAL
Ciudad_1185_optima,0.2357,1.0948,1.1675,0.0961,0.8037,0.8047,0.1121,0.0073,0.9219,89.94,10,false,false,OPTIMO
Ciudad_0083_colapso_o_critica,0.99,0.1795,0.57,0.8981,13.461,0.2642,-0.1083,0.2411,0.3029,22.9,13,true,true,CRITICO
Ciudad_0415_saturada_o_inestable,0.8122,0.8314,0.5607,0.7509,4.1183,0.4482,-0.0111,0.1551,0.4081,48.46,5,false,true,INESTABLE
Ciudad_1031_optima,0.446,1.1017,1.0603,0.0286,0.4167,0.7493,0.0246,-0.0259,0.9201,85.64,4,false,false,OPTIMO
Ciudad_1129_optima,0.2889,1.2611,1.1557,0.2756,2.5689,0.8057,0.0547,-0.028,0.897,86.2,9,false,false,OPTIMO
Ciudad_0734_funcional_estable,0.5213,0.8384,0.8007,0.4101,3.1678,0.5983,-0.0373,-0.0065,0.6289,67.36,8,false,false,FUNCIONAL
Ciudad_0822_funcional_estable,0.4076,0.9919,0.9478,0.5386,3.7339,0.6181,-0.057,0.0145,0.6315,74.88,7,false,false,FUNCIONAL
Ciudad_0502_saturada_o_inestable,0.8617,0.6897,0.8748,0.7634,11.111,0.4836,-0.04,0.0509,0.5444,50.72,14,false,true,INESTABLE
Ciudad_0241_colapso_o_critica,0.935,0.1761,0.6762,0.9741,9.5246,0.3794,-0.1503,0.4037,0.3434,27.2,8,true,true,CRITICO
Ciudad_0567_saturada_o_inestable,0.7593,0.742,0.892,0.7458,9.3774,0.437,-0.0599,0.0792,0.5582,53.76,12,false,true,INESTABLE
Ciudad_0849_funcional_estable,0.5734,0.8744,0.8847,0.2838,1.393,0.689,-0.0016,0.0176,0.7078,72.61,5,false,true,FUNCIONAL
Ciudad_0887_funcional_estable,0.5356,1.0377,0.8981,0.5198,6.8695,0.7529,0.0373,0.0092,0.7162,74.51,13,false,false,FUNCIONAL
Ciudad_0427_saturada_o_inestable,0.8522,0.6113,0.731,0.4792,2.8994,0.5319,-0.0785,0.0634,0.5456,51.31,6,false,true,INESTABLE
Ciudad_1028_optima,0.183,1.4541,1.2139,0.2258,2.3795,0.907,-0.0044,0.0076,0.974,91.09,11,false,false,OPTIMO
Ciudad_0478_saturada_o_inestable,0.7197,0.8645,0.7885,0.4939,3.1987,0.385,-0.1294,0.0545,0.5302,53.52,6,false,false,INESTABLE
Ciudad_0500_saturada_o_inestable,0.8566,0.7103,0.759,0.7722,3.4543,0.5979,-0.105,0.132,0.5575,51.18,4,false,true,INESTABLE
Ciudad_0393_saturada_o_inestable,0.655,0.6069,0.6183,0.472,3.161,0.4491,-0.0401,0.0967,0.4757,51.34,6,false,false,INESTABLE
Ciudad_0811_funcional_estable,0.6092,0.9845,0.8024,0.453,6.2211,0.5867,-0.0041,0.0346,0.6277,68.42,13,false,false,FUNCIONAL
Ciudad_1073_optima,0.1629,1.0585,1.1307,0.0643,0.5608,0.9271,0.0255,-0.03,0.9355,94.32,10,false,false,OPTIMO
Ciudad_0895_funcional_estable,0.5729,0.7496,0.7564,0.3732,1.669,0.7434,-0.0489,0.025,0.6838,66.68,4,false,false,FUNCIONAL
Ciudad_0223_colapso_o_critica,0.8586,0.4637,0.4131,0.7534,4.7329,0.164,-0.2583,0.3477,0.2122,29.66,5,true,true,CRITICO
Ciudad_0788_funcional_estable,0.5701,0.8742,0.8059,0.3212,5.0908,0.6192,-0.0355,0.0666,0.6737,69.14,14,false,false,FUNCIONAL
Ciudad_0668_funcional_estable,0.5589,0.8754,0.9821,0.3163,2.9916,0.663,0.033,0.0695,0.7453,73.87,9,false,false,FUNCIONAL
Ciudad_0949_optima,0.4244,1.1102,0.9986,0.212,3.0711,0.9261,0.0211,0.016,0.9371,86.83,14,false,false,OPTIMO
Ciudad_0106_colapso_o_critica,0.7873,0.4961,0.5146,0.864,11.9292,0.393,-0.2318,0.2083,0.3727,36.85,12,false,true,CRITICO
Ciudad_0861_funcional_estable,0.4878,1.0201,1.0084,0.5224,5.8977,0.6514,-0.0317,0.0125,0.7144,75.43,11,false,true,FUNCIONAL
Ciudad_0961_optima,0.4807,1.3117,1.0192,0.3395,2.4207,0.8178,0.0438,-0.0305,0.8382,81.65,7,false,false,OPTIMO
Ciudad_0638_funcional_estable,0.3549,0.9,0.759,0.4689,3.5376,0.7238,0.0557,0.0649,0.6924,73.02,7,false,false,FUNCIONAL
Ciudad_0492_saturada_o_inestable,0.7276,0.6796,0.6702,0.7586,7.985,0.4537,-0.0409,0.0774,0.4879,48.54,10,false,false,INESTABLE
Ciudad_0261_colapso_o_critica,0.8978,0.465,0.733,0.9474,6.6601,0.442,-0.1134,0.3663,0.4427,37.96,6,true,true,CRITICO
Ciudad_0820_funcional_estable,0.6215,0.8929,0.7438,0.577,8.177,0.7522,-0.0023,0.0888,0.6516,66.16,13,false,false,FUNCIONAL
Ciudad_1003_optima,0.2063,1.1354,1.1698,0.2468,3.6006,0.9667,0.0363,0.022,0.9627,91.51,14,false,false,OPTIMO
Ciudad_0352_saturada_o_inestable,0.8111,0.5574,0.6788,0.6699,6.2715,0.5407,0.0022,0.0825,0.5195,47.05,9,false,true,INESTABLE
Ciudad_0712_funcional_estable,0.4467,0.8161,0.8997,0.3307,2.4732,0.7079,0.0037,0.068,0.6924,73.66,7,false,false,FUNCIONAL
Ciudad_0279_colapso_o_critica,0.9458,0.2365,0.2792,0.7407,11.8073,0.1262,-0.283,0.1987,0.203,18.99,14,true,true,CRITICO
Ciudad_0218_colapso_o_critica,0.8816,0.3286,0.4533,0.7271,10.0654,0.0909,-0.0982,0.371,0.2741,25.56,11,true,true,CRITICO
Ciudad_0631_funcional_estable,0.484,0.9275,0.8337,0.554,6.6224,0.663,-0.0142,0.0829,0.6671,70.13,11,false,false,FUNCIONAL
Ciudad_0587_saturada_o_inestable,0.7156,0.7036,0.7154,0.7051,8.2515,0.3931,-0.1491,0.0752,0.4996,49.87,11,false,false,INESTABLE
Ciudad_1122_optima,0.3479,1.4526,0.9147,0.0516,0.3833,0.9053,0.0574,0.0106,0.9077,88.67,5,false,false,OPTIMO
Ciudad_1102_optima,0.3043,1.2345,0.9844,0.1802,1.2924,0.7833,0.0089,0.0105,0.8774,86.56,7,false,false,OPTIMO
Ciudad_0947_optima,0.3469,1.2849,0.9617,0.0859,0.5541,0.7834,0.0856,-0.0326,0.8681,86.68,7,false,false,OPTIMO
Ciudad_0900_funcional_estable,0.5622,1.0431,0.9113,0.3838,5.5362,0.7393,-0.053,0.044,0.7247,69.34,14,false,true,FUNCIONAL
Ciudad_0635_funcional_estable,0.4923,0.9478,0.8854,0.4609,6.2853,0.6826,0.0248,0.0883,0.7342,73.29,12,false,false,FUNCIONAL
Ciudad_0006_colapso_o_critica,0.736,0.4477,0.5006,0.8843,11.0014,0.1564,-0.1108,0.3867,0.2809,31.35,10,true,true,CRITICO
Ciudad_0348_saturada_o_inestable,0.6687,0.6275,0.7048,0.6398,6.6296,0.4904,-0.1042,0.1093,0.4864,51.62,9,false,true,INESTABLE
Ciudad_0532_saturada_o_inestable,0.7836,0.711,0.7813,0.6049,2.4384,0.4856,-0.0054,0.0514,0.5707,53.37,4,false,true,INESTABLE
Ciudad_0423_saturada_o_inestable,0.821,0.6865,0.7814,0.4556,5.6274,0.4838,0.0055,0.2121,0.5807,54.21,10,false,true,INESTABLE
Ciudad_1167_optima,0.3206,1.1538,1.0233,0.1497,1.7714,0.885,0.0424,-0.0301,0.8787,89.04,11,false,false,OPTIMO
Ciudad_0405_saturada_o_inestable,0.7947,0.754,0.5784,0.6634,7.4033,0.6346,-0.0509,0.1429,0.5019,52.26,10,false,true,INESTABLE
Ciudad_0001_colapso_o_critica,0.8023,0.5424,0.3788,0.9369,4.5236,0.4411,-0.2663,0.3143,0.3039,34.86,4,true,true,CRITICO
Ciudad_1082_optima,0.3135,1.1031,1.1023,0.1971,2.5316,0.8281,0.0835,-0.032,0.8834,87.34,13,false,false,OPTIMO
Ciudad_0048_colapso_o_critica,0.7763,0.4635,0.5748,0.8316,4.8001,0.3317,-0.1022,0.2656,0.3686,36.72,5,true,true,CRITICO
Ciudad_0918_optima,0.4582,1.4765,1.0282,0.0367,0.3398,0.7945,0.1143,0.0255,0.9356,86.18,4,false,false,OPTIMO
Ciudad_0231_colapso_o_critica,0.7561,0.3681,0.3876,0.9286,6.8909,0.2687,-0.3557,0.4155,0.2355,28.27,6,true,true,CRITICO
Ciudad_0519_saturada_o_inestable,0.8217,0.9408,0.6091,0.6445,6.6967,0.613,-0.0282,0.0547,0.5768,56.86,10,false,true,INESTABLE
Ciudad_0180_colapso_o_critica,0.7379,0.613,0.2174,0.8197,7.7911,0.312,-0.2064,0.3051,0.2502,33.86,8,true,true,CRITICO
Ciudad_0496_saturada_o_inestable,0.6241,0.73,0.7068,0.5952,6.7865,0.4931,-0.1215,0.1288,0.5574,55.84,10,false,false,INESTABLE
Ciudad_0435_saturada_o_inestable,0.6381,0.8096,0.8239,0.7398,11.4839,0.5041,-0.0755,0.1297,0.5516,57.94,14,false,false,INESTABLE
Ciudad_0157_colapso_o_critica,0.7636,0.5478,0.5964,0.9326,8.143,0.074,-0.2644,0.3436,0.2346,32.84,7,true,true,CRITICO
Ciudad_0328_saturada_o_inestable,0.8099,0.7196,0.6198,0.6807,4.5836,0.5853,-0.0639,0.1452,0.4906,50.69,6,false,true,INESTABLE
Ciudad_0140_colapso_o_critica,0.717,0.4837,0.4708,0.7008,3.2528,0.1966,-0.2656,0.1969,0.3326,35.59,4,true,true,CRITICO
Ciudad_0764_funcional_estable,0.5194,1.0123,0.8148,0.4797,3.7596,0.5889,0.0317,-0.0173,0.6138,70.49,8,false,false,FUNCIONAL
Ciudad_0998_optima,0.3124,1.3339,1.1069,0.2859,2.3429,0.7736,0.0324,0.0377,0.862,84.94,8,false,false,OPTIMO
Ciudad_0641_funcional_estable,0.6416,0.8104,0.9578,0.4042,3.5506,0.6568,-0.0015,-0.0046,0.6841,68.66,9,false,true,FUNCIONAL
Ciudad_0154_colapso_o_critica,0.9125,0.2767,0.6741,0.6876,7.03,0.1081,-0.1561,0.3109,0.3198,29.0,8,true,true,CRITICO
Ciudad_0927_optima,0.3864,1.1682,1.1167,0.3026,1.7099,0.822,0.1039,0.0139,0.8847,84.17,6,false,false,OPTIMO
Ciudad_0851_funcional_estable,0.5496,0.9676,0.8145,0.4041,5.7799,0.6594,0.0475,0.0773,0.6591,71.62,13,false,true,FUNCIONAL
Ciudad_1191_optima,0.4136,1.0834,1.2137,0.2771,3.5333,0.9019,0.0262,-0.0341,0.949,85.61,12,false,false,OPTIMO
Ciudad_0732_funcional_estable,0.4732,0.8949,0.8478,0.3234,4.2689,0.6421,0.0538,0.0258,0.6812,72.86,13,false,false,FUNCIONAL
Ciudad_1090_optima,0.4057,1.4004,1.1045,0.1754,0.9751,0.782,0.0991,-0.0481,0.936,84.9,5,false,false,OPTIMO
Ciudad_0880_funcional_estable,0.5324,1.0077,0.8568,0.4971,3.5708,0.6206,-0.002,-0.0076,0.6834,71.44,7,false,false,FUNCIONAL
Ciudad_0285_colapso_o_critica,0.9174,0.5448,0.4422,0.9545,4.9838,0.1488,-0.211,0.4376,0.2157,27.78,4,true,true,CRITICO
Ciudad_1161_optima,0.0866,1.2226,1.1155,0.1742,0.5877,0.9197,0.1162,0.0355,0.9841,94.05,4,false,false,OPTIMO
Ciudad_1196_optima,0.3213,1.1979,1.1813,0.1892,1.0171,0.8611,0.0962,-0.0136,0.9182,87.96,7,false,false,OPTIMO
Ciudad_1007_optima,0.2067,1.3307,0.9036,0.2691,3.0311,0.7799,-0.0153,0.0064,0.8361,85.5,11,false,false,OPTIMO
Ciudad_0472_saturada_o_inestable,0.6021,0.5712,0.797,0.5714,3.9333,0.4448,-0.1293,0.0926,0.5207,53.5,6,false,false,INESTABLE
Ciudad_0932_optima,0.3717,1.1883,0.9733,0.1944,1.2555,0.7852,0.0719,-0.0335,0.8445,84.82,6,false,false,OPTIMO
Ciudad_0566_saturada_o_inestable,0.7034,0.614,0.7455,0.5426,3.558,0.4692,-0.0009,0.0556,0.5499,52.44,6,false,true,INESTABLE
Ciudad_0456_saturada_o_inestable,0.702,0.5323,0.592,0.5327,5.25,0.625,-0.0158,0.1247,0.5738,50.62,9,false,true,INESTABLE
Ciudad_0671_funcional_estable,0.4834,0.8891,0.7471,0.4027,2.3168,0.6209,0.0095,0.002,0.6365,68.88,6,false,true,FUNCIONAL
Ciudad_0451_saturada_o_inestable,0.618,0.8742,0.621,0.4507,2.8562,0.5984,-0.001,0.0664,0.5562,55.07,6,false,true,INESTABLE
Ciudad_1081_optima,0.4604,1.3704,1.2753,0.1625,1.9118,0.8732,0.0529,0.0147,0.9921,85.82,11,false,false,OPTIMO
Ciudad_0269_colapso_o_critica,0.8524,0.3357,0.7378,0.7288,10.8972,0.2058,-0.2224,0.3165,0.3814,34.28,12,true,true,CRITICO
Ciudad_0417_saturada_o_inestable,0.5741,0.5662,0.8925,0.6173,8.4455,0.4483,-0.1489,0.1706,0.5408,55.23,12,false,true,INESTABLE
Ciudad_0248_colapso_o_critica,0.8665,0.2407,0.581,0.8147,7.2417,0.2141,-0.1655,0.2155,0.3328,27.37,8,true,true,CRITICO
Ciudad_0438_saturada_o_inestable,0.5844,0.6986,0.8086,0.557,5.7775,0.4532,-0.1501,0.1488,0.5149,57.66,9,false,false,INESTABLE
Ciudad_1075_optima,0.4343,1.1588,0.8804,0.1455,1.6127,0.8973,0.0186,-0.0465,0.8583,84.69,10,false,false,OPTIMO
Ciudad_0125_colapso_o_critica,0.7316,0.6094,0.6196,0.8882,6.2782,0.3784,-0.1006,0.3691,0.3754,31.06,6,true,true,CRITICO
Ciudad_0284_colapso_o_critica,0.8039,0.5572,0.6048,0.8862,6.481,0.2929,-0.1059,0.3634,0.3829,37.51,6,false,false,CRITICO
Ciudad_0568_saturada_o_inestable,0.6561,0.717,0.5848,0.6996,5.8203,0.4722,-0.0023,0.1867,0.5066,50.45,7,false,true,INESTABLE
Ciudad_1076_optima,0.1558,1.3071,0.9967,0.0565,0.233,0.89,0.039,0.0218,0.9736,93.77,4,false,false,OPTIMO
Ciudad_0029_colapso_o_critica,0.9537,0.3143,0.2945,0.7107,7.7489,0.0791,-0.1403,0.4411,0.2195,20.59,8,true,true,CRITICO
Ciudad_0378_saturada_o_inestable,0.8142,0.8485,0.686,0.5885,4.6545,0.6305,-0.0962,0.088,0.5644,57.43,7,false,true,INESTABLE
Ciudad_1059_optima,0.2253,1.0991,1.1143,0.0211,0.2,0.9766,0.0405,0.0296,1,94.71,5,false,false,OPTIMO
Ciudad_0563_saturada_o_inestable,0.5882,0.8363,0.6819,0.5969,8.2475,0.5272,-0.1638,0.1473,0.5642,55.34,12,false,false,INESTABLE
Ciudad_0070_colapso_o_critica,0.9249,0.2708,0.7317,0.7173,10.4193,0.1773,-0.3503,0.4385,0.4138,30.69,11,true,true,CRITICO
Ciudad_0624_funcional_estable,0.395,1.0326,0.8399,0.4733,4.6609,0.6678,0.0101,0.0339,0.6838,75.15,10,false,false,FUNCIONAL
Ciudad_0991_optima,0.181,1.0943,1.2573,0.0247,0.3198,0.7781,0.0385,0.0312,0.9556,91.57,11,false,false,OPTIMO
Ciudad_0207_colapso_o_critica,0.8778,0.5839,0.427,0.9436,5.6908,0.3083,-0.1317,0.3069,0.2672,32.6,5,true,true,CRITICO
Ciudad_1030_optima,0.3884,1.3419,1.236,0.1144,0.7537,0.7741,0.0742,0.0118,0.9203,86.0,6,false,false,OPTIMO
Ciudad_1045_optima,0.4732,1.4276,1.282,0.2258,0.8352,0.841,0.0948,-0.028,0.9233,83.97,4,false,false,OPTIMO
Ciudad_0786_funcional_estable,0.5312,0.924,0.852,0.3262,1.7669,0.5828,0.0292,0.0784,0.6912,71.28,5,false,true,FUNCIONAL
Ciudad_0170_colapso_o_critica,0.8251,0.4156,0.3755,0.776,10.4145,0.3294,-0.0862,0.1618,0.3627,31.35,12,true,true,CRITICO
Ciudad_0370_saturada_o_inestable,0.8127,0.8097,0.5972,0.5011,2.8954,0.4623,-0.0705,0.1162,0.4985,52.66,5,false,true,INESTABLE
Ciudad_0636_funcional_estable,0.5188,0.8741,0.9733,0.4221,3.0766,0.6708,0.0573,0.0429,0.7547,73.03,7,false,false,FUNCIONAL
Ciudad_0171_colapso_o_critica,0.7581,0.255,0.2762,0.8542,6.0103,0.2605,-0.2458,0.2924,0.2937,24.13,6,true,false,CRITICO
Ciudad_0784_funcional_estable,0.4756,1.0387,0.9261,0.4615,1.7416,0.6469,-0.057,0.0391,0.7327,75.03,4,false,false,FUNCIONAL
Ciudad_0704_funcional_estable,0.5312,0.8574,0.821,0.3652,2.4977,0.5743,0.0158,-0.0005,0.6452,68.24,7,false,true,FUNCIONAL
Ciudad_1194_optima,0.3307,1.228,0.9639,0.0255,0.5893,0.9044,0.0451,0.0244,0.9129,90.37,11,false,false,OPTIMO
Ciudad_0354_saturada_o_inestable,0.827,0.8919,0.7231,0.7414,10.5437,0.4032,-0.0404,0.1139,0.4451,52.16,13,false,true,INESTABLE
Ciudad_0310_saturada_o_inestable,0.826,0.8724,0.8034,0.6127,7.6014,0.4597,-0.1272,0.1251,0.564,56.36,11,false,true,INESTABLE
Ciudad_0503_saturada_o_inestable,0.5828,0.8522,0.6661,0.7572,9.8849,0.493,-0.1647,0.115,0.5014,56.48,12,false,true,INESTABLE
Ciudad_0777_funcional_estable,0.5464,0.939,0.9717,0.4556,7.1947,0.5842,0.0131,0.0787,0.7141,71.83,14,false,true,FUNCIONAL
Ciudad_0874_funcional_estable,0.3826,1.0613,0.8795,0.4265,3.7103,0.5518,-0.0472,0.0473,0.6674,74.58,8,false,false,FUNCIONAL
Ciudad_1182_optima,0.2097,1.0152,0.9285,0.3063,2.0024,0.8814,0.069,-0.0324,0.8465,87.41,6,false,false,OPTIMO
Ciudad_0291_colapso_o_critica,0.907,0.3277,0.4013,0.7117,8.5124,0.0515,-0.3796,0.2262,0.2193,23.43,10,true,true,CRITICO
Ciudad_0928_optima,0.1002,1.3559,1.0014,0.2614,1.9183,0.8541,-0.0041,0.0049,0.8686,91.16,8,false,false,OPTIMO
Ciudad_0510_saturada_o_inestable,0.6296,0.6811,0.7122,0.7495,4.0191,0.459,-0.0452,0.1589,0.4447,51.62,5,false,true,INESTABLE
Ciudad_1140_optima,0.2105,1.2795,1.1575,0.1075,0.8143,0.7728,0.009,-0.0667,0.9283,89.63,6,false,false,OPTIMO
Ciudad_1187_optima,0.1452,1.2855,1.3123,0.0954,1.6636,0.7822,0.0182,0.0282,0.9714,91.31,14,false,false,OPTIMO
Ciudad_0169_colapso_o_critica,0.7987,0.4833,0.5499,0.8277,12.9291,0.1682,-0.2217,0.4185,0.2774,33.06,12,true,false,CRITICO
Ciudad_1039_optima,0.3546,1.3953,1.2203,0.08,0.5135,0.7255,0.002,-0.014,0.9485,86.22,4,false,false,OPTIMO
Ciudad_1111_optima,0.2336,1.1095,1.1107,0.1384,0.8141,0.8592,0.058,0.0388,0.9372,90.44,7,false,false,OPTIMO
Ciudad_0844_funcional_estable,0.5791,1.0091,0.9193,0.3901,3.0868,0.6903,0.0007,0.0871,0.6781,74.76,7,false,true,FUNCIONAL
Ciudad_0469_saturada_o_inestable,0.6968,0.7551,0.7884,0.6329,4.2235,0.4879,-0.078,0.2078,0.5585,55.97,6,false,true,INESTABLE
Ciudad_0424_saturada_o_inestable,0.8651,0.9076,0.568,0.5113,2.5061,0.5444,-0.1362,0.1662,0.5467,54.97,4,false,true,INESTABLE
Ciudad_0449_saturada_o_inestable,0.732,0.6362,0.6305,0.6937,9.0855,0.5128,-0.0062,0.0901,0.5241,48.73,12,false,true,INESTABLE
Ciudad_0373_saturada_o_inestable,0.7235,0.8124,0.5896,0.4875,5.2732,0.5066,-0.1398,0.2127,0.5373,55.45,9,false,false,INESTABLE
Ciudad_0558_saturada_o_inestable,0.6772,0.6436,0.5949,0.5071,2.2486,0.4262,0.0054,0.0551,0.5404,50.36,4,false,true,INESTABLE
Ciudad_0615_funcional_estable,0.3282,0.8456,0.8547,0.4338,2.2184,0.7299,0.0576,-0.007,0.7446,74.76,5,false,false,FUNCIONAL
Ciudad_0161_colapso_o_critica,0.7414,0.5647,0.5861,0.6752,11.8732,0.3042,-0.1355,0.3055,0.3749,32.39,14,true,true,CRITICO
Ciudad_0268_colapso_o_critica,0.8179,0.2195,0.6036,0.8533,5.1601,0.415,-0.2985,0.2163,0.4198,31.7,5,true,false,CRITICO
Ciudad_1195_optima,0.4208,1.1319,1.1566,0.0464,0.2551,0.829,0.0889,0.0338,0.9498,87.47,5,false,false,OPTIMO
Ciudad_1053_optima,0.2453,1.0596,0.9159,0.2589,3.5528,0.9015,-0.0044,-0.0084,0.8417,87.56,14,false,false,OPTIMO
Ciudad_0404_saturada_o_inestable,0.5895,0.8968,0.6118,0.5621,6.278,0.4539,-0.0594,0.1249,0.4968,56.89,10,false,false,INESTABLE
Ciudad_0676_funcional_estable,0.4269,0.7985,0.7406,0.3585,3.297,0.7044,-0.0263,0.0173,0.7081,69.95,9,false,false,FUNCIONAL
Ciudad_1121_optima,0.2361,1.2384,0.9489,0.1424,1.2442,0.9148,0.0438,-0.0456,0.9086,90.42,10,false,false,OPTIMO
Ciudad_0867_funcional_estable,0.65,0.8271,0.9418,0.4467,2.3053,0.589,0.0404,0.0338,0.6929,66.59,5,false,false,FUNCIONAL
Ciudad_0917_optima,0.3143,1.3543,0.9757,0.046,0.7688,0.7353,0.0819,0.0371,0.8587,87.24,12,false,false,OPTIMO
Ciudad_0629_funcional_estable,0.6592,1.0814,0.7951,0.3627,4.493,0.7057,0.0523,0.0858,0.7874,71.39,11,false,false,FUNCIONAL
Ciudad_0596_saturada_o_inestable,0.6947,0.7313,0.8562,0.6628,7.9669,0.5592,-0.1713,0.1103,0.6021,57.76,11,false,true,INESTABLE
Ciudad_0066_colapso_o_critica,0.7413,0.3574,0.3929,0.9698,5.9672,0.3036,-0.1595,0.4245,0.273,28.49,5,true,true,CRITICO
Ciudad_0476_saturada_o_inestable,0.6406,0.6054,0.623,0.6577,5.4085,0.4661,-0.0785,0.2028,0.4597,49.24,7,false,true,INESTABLE
Ciudad_0341_saturada_o_inestable,0.7482,0.6635,0.8421,0.6153,9.3551,0.5102,-0.1404,0.1801,0.5572,54.44,13,false,true,INESTABLE
Ciudad_1134_optima,0.2672,1.0318,1.0971,0.2066,1.9887,0.8219,0.068,-0.0089,0.9206,88.0,10,false,false,OPTIMO
Ciudad_0986_optima,0.2329,1.1337,1.1923,0.3152,1.575,0.7793,0.0432,0.0033,0.8807,86.2,5,false,false,OPTIMO
Ciudad_0819_funcional_estable,0.3703,0.8354,0.9829,0.5276,2.3264,0.5583,-0.0242,0.0016,0.6746,71.39,4,false,false,FUNCIONAL
Ciudad_0813_funcional_estable,0.5412,0.8357,0.8063,0.536,3.3307,0.6284,0.0593,0.0198,0.6042,65.72,6,false,false,FUNCIONAL
Ciudad_0499_saturada_o_inestable,0.7676,0.7668,0.6206,0.6913,3.7912,0.5351,-0.0499,0.0958,0.4652,51.56,5,false,false,INESTABLE
Ciudad_0694_funcional_estable,0.4606,0.8851,0.8117,0.3482,5.1773,0.7203,-0.0412,0.0645,0.7318,73.34,14,false,false,FUNCIONAL
Ciudad_1015_optima,0.223,1.4089,1.2228,0.2823,1.5443,0.9029,0.0257,-0.0416,1,89.36,5,false,false,OPTIMO
Ciudad_0230_colapso_o_critica,0.7983,0.3319,0.7384,0.7831,5.1005,0.1667,-0.1111,0.1612,0.346,33.69,6,true,true,CRITICO
Ciudad_0228_colapso_o_critica,0.7035,0.4056,0.2758,0.9563,8.3489,0.2309,-0.3763,0.1577,0.1847,26.86,8,true,true,CRITICO
Ciudad_1152_optima,0.1454,1.3108,1.1551,0.2451,3.0467,0.7786,0.1095,-0.0608,0.9001,88.99,12,false,false,OPTIMO
Ciudad_0052_colapso_o_critica,0.8785,0.3453,0.6138,0.8658,10.5801,0.1337,-0.2376,0.3489,0.3058,28.02,10,true,true,CRITICO
Ciudad_0613_funcional_estable,0.6041,0.9535,1.0282,0.4445,2.8712,0.6925,-0.0065,0.0841,0.7633,73.94,6,false,false,FUNCIONAL
Ciudad_0700_funcional_estable,0.5652,0.8071,0.9143,0.33,4.2687,0.7556,0.0342,0.0094,0.7879,72.32,12,false,false,FUNCIONAL
